Provider,PotentialFraud,TotalClaimAmtReimbursed_log1p,NumClaims_log1p,NumUniqueBeneficiaries_log1p,TotalIPAnnualReimbursementAmt_log1p,TotalOPAnnualReimbursementAmt_log1p,avg_claim_amt_per_claim_log1p,avg_claim_amt_per_beneficiary_log1p,ip_op_ratio,claims_per_day,diag_per_claim,proc_per_claim,NumUniqueDiagnosisCodes,NumUniqueProcedureCodes,claims_x_avgclaim,many_procs_flag,high_total_claim_flag
PRV51046,0,11.602501051562593,3.6635616461296463,3.295836866004329,12.317886791644348,11.313876786660064,7.965253132712642,8.344633067208793,2.7292251372788288,23.29032258064516,2.9210526315789473,0.131578947368421,111,5,109370.0,0,0
PRV51047,0,7.836369760545124,2.4849066497880004,2.4849066497880004,10.718210566991154,9.814164414575924,5.442417710521793,5.442417710521793,2.4696555494805903,3.558823529411765,2.0,0.0,22,0,2530.0,0,0
PRV51048,0,10.229223792606836,3.6635616461296463,3.5263605246161616,11.986055452062391,11.30824786368332,6.592972433489894,6.733870757371709,1.9695668180144803,62.78260869565217,2.5526315789473686,0.0789473684210526,97,3,27700.0,0,0
PRV51049,0,9.986034813503691,4.276666119016055,4.189654742026425,12.03065321417165,12.343226842865814,5.726572442455606,5.8145896686559055,0.7315605928509155,39.69291338582677,2.0704225352112675,0.0,147,0,21720.0,0,0
PRV51052,1,10.335302435967074,3.8501476017100584,3.6375861597263857,11.814961524270316,11.490996779212582,6.508120964794465,6.7255526340368075,1.3826024736788307,20.152380952380952,2.5217391304347827,0.0217391304347826,116,1,30800.0,0,0
PRV51053,0,8.987321812850125,0.6931471805599453,0.6931471805599453,8.987321812850125,4.51085950651685,8.987321812850125,8.987321812850125,88.88888888888889,0.2,9.0,1.0,9,1,8000.0,0,0
PRV51054,0,9.62450089845157,4.060443010546419,3.713572066704308,11.864996828675356,11.84933341381074,5.58514380989572,5.938195618228642,1.0157868419172795,24.246268656716417,2.175438596491228,0.0,124,0,15130.0,0,0
PRV51055,0,9.982344942613622,3.1354942159291497,3.1354942159291497,11.64018347098913,10.294549430333548,6.892272399037367,6.892272399037367,3.840716942847481,37.230769230769226,3.272727272727273,0.0909090909090909,72,2,21640.0,0,0
PRV51056,0,9.595670797663969,3.1354942159291497,3.091042453358316,11.90233571411686,11.268698716780497,6.506055799260335,6.55250788703459,1.8844631686454745,30.25,2.772727272727273,0.0909090909090909,61,2,14699.999999999998,0,0
PRV51057,0,8.82922635473185,1.791759469228055,1.6094379124341005,11.002116507732016,9.660842578559068,7.220373836723949,7.443371071555347,3.8240917782026767,0.0,4.0,0.0,20,0,6830.0,0,0
PRV51058,0,11.580873791109584,4.430816798843313,4.330733340286331,13.018581614859718,12.094923183989255,7.1627990231591445,7.264076827150606,2.5184957532409475,63.78703703703704,2.4096385542168677,0.0602409638554216,200,5,107030.0,0,0
PRV51059,1,12.950532995280165,4.574710978503383,4.418840607796598,13.955247282630165,12.256960607781751,8.38641039887964,8.544006100691572,5.4645979851739215,38.72268907563026,2.7708333333333335,0.2291666666666666,266,22,421060.0,1,0
PRV51060,0,10.6853550656556,3.7612001156935624,3.7612001156935624,11.976288343156774,11.02632079786699,6.94862298674324,6.94862298674324,2.5856515373352855,18.18556701030928,2.761904761904762,0.0,116,0,43710.0,0,0
PRV51061,0,10.91401516115817,4.983606621708336,4.219507705176107,13.28567369367297,13.079437087072485,5.939898983353591,6.710523109452428,1.2290444476920186,60.59077809798271,1.793103448275862,0.0137931034482758,260,2,54940.0,0,0
PRV51062,0,11.940680301052454,5.986452005284438,5.117993812416755,14.847905049633356,13.854693770414412,5.959322499320083,6.829767687026582,2.6998923035501368,248.59463722397476,1.5969773299748111,0.0125944584382871,634,5,153380.0,0,0
PRV51063,0,10.841755017213652,5.0106352940962555,4.7535901911063645,13.351299718069798,13.010450329609546,5.840700185393705,6.09905084474385,1.4061423522569678,92.50416666666668,1.919463087248322,0.0,286,0,51110.0,0,0
PRV51064,1,12.794750579800391,5.717027701406222,5.429345628954441,14.193584599260468,13.629133990717005,7.081855564792543,7.370427584207613,1.7584823364981446,155.3451776649746,1.891089108910891,0.066006600660066,573,20,360320.00000000006,1,0
PRV51065,0,11.245973693967038,3.367295829986474,3.295836866004329,11.972190390178309,10.802041920919985,7.914121735552041,7.988203597022576,3.222516286644951,9.5609756097561,3.857142857142857,0.3214285714285714,108,9,76570.0,0,0
PRV51066,0,10.118235963061956,3.218875824868201,3.091042453358316,11.695255355062796,10.22560728293294,6.941109458654871,7.074519944478239,4.3478260869565215,22.153846153846157,2.9166666666666665,0.0833333333333333,70,2,24790.0,0,0
PRV51067,1,12.72045493684888,4.07753744390572,3.912023005428146,13.462145843451452,11.615130005774295,8.660182304677374,8.828778117194313,6.340917298663777,25.1044776119403,2.9827586206896552,0.1896551724137931,173,11,334520.0,0,0
PRV51068,0,11.87242342045959,5.568344503761097,5.3706380281276624,13.509869517631357,13.11829712137946,6.309716237615667,6.507933098075047,1.4793059822880896,189.75208913649024,1.896551724137931,0.0114942528735632,495,3,143260.0,0,0
PRV51070,0,11.73935162263209,4.605170185988092,4.248495242049359,13.213302198545238,12.583004525316031,7.145012897995531,7.505787188278085,1.8781725888324872,51.857142857142854,2.242424242424242,0.0606060606060606,222,6,125410.0,0,0
PRV51071,0,9.053803514155955,3.218875824868201,3.218875824868201,11.51991100914394,10.909637269778615,5.878435816809977,5.878435816809977,1.8409506398537476,11.52,2.2916666666666665,0.0,55,0,8550.0,0,0
PRV51072,0,11.688314715423312,5.3612921657094255,5.081404364984463,13.706053886726233,12.98199955393508,6.33349744013529,6.6144742281298745,2.062781920279849,137.86503067484662,1.966981132075472,0.0283018867924528,417,6,119170.0,0,0
PRV51074,0,10.625489404000175,3.688879454113936,3.688879454113936,12.248178615401171,11.250274159310356,6.962850311953928,6.962850311953928,2.7126137841352405,20.554054054054053,2.923076923076923,0.0256410256410256,114,1,41170.0,0,0
PRV51075,0,9.053803514155955,2.8903717578961645,2.6390573296152584,10.637080656910603,10.808737559293304,6.222459547907828,6.490256517564656,0.8422649140546006,14.45,2.235294117647059,0.0,38,0,8550.0,0,0
PRV51076,0,9.23317760587894,3.4011973816621555,3.332204510175204,11.829858039716823,11.02810866038529,5.868614818101238,5.939878812303082,2.2294576161091264,24.73529411764706,2.310344827586207,0.0,67,0,10230.0,0,0
PRV51077,1,12.227594382545412,3.5263605246161616,3.4339872044851463,12.615865044064096,11.322382202389528,8.731243402131966,8.826538903504044,3.645493042952208,7.891304347826087,3.8484848484848486,0.2424242424242424,127,8,204350.0,0,0
PRV51078,0,11.26793244300448,3.1780538303479458,3.1780538303479458,11.63400085266058,9.99474407280768,8.132719262308777,8.132719262308777,5.151528982199909,8.672131147540984,3.9565217391304346,0.3478260869565217,91,8,78270.0,0,0
PRV51081,0,11.728689857134514,5.303304908059076,4.882801922586371,13.763175668673464,13.159622552614708,6.431974996958947,6.854539688186251,1.8286061119889012,123.45679012345678,1.975,0.04,395,8,124080.0,0,0
PRV51082,0,8.607216694063826,3.5553480614894135,3.4657359027997265,12.3461866998197,12.096319161567624,5.086869854997018,5.178697968390312,1.2838569276268066,28.9,2.0294117647058822,0.0,69,0,5470.0,0,0
PRV51083,0,9.803722464346553,4.51085950651685,4.406719247264253,12.797826430993403,12.144734331596096,5.308817601181903,5.413683217046834,1.921477937267411,65.3225806451613,2.033333333333333,0.0,183,0,18100.0,0,0
PRV51084,1,12.281091987974088,4.709530201312334,4.454347296253507,13.231578255454751,11.928875414520668,7.581117104824004,7.83883030031948,3.679245283018868,65.76086956521739,2.2454545454545456,0.1,247,11,215580.0,0,0
PRV51086,0,13.008457565591858,4.941642422609304,4.7535901911063645,13.781592799260707,12.68689565858621,8.074292883091095,8.263780912009706,2.9882836651415854,49.66838046272494,2.5611510791366907,0.1726618705035971,356,24,446170.0,1,0
PRV51089,0,12.349744326212376,5.43372200355424,5.288267030694535,14.170770200836778,13.042910995454273,6.921381319639929,7.067389086046888,3.089040947575843,134.67357512953367,1.9824561403508771,0.0701754385964912,452,16,230900.0,1,0
PRV51090,0,8.670943791222156,2.0794415416798357,2.0794415416798357,8.517393171418904,9.894497260697996,6.726062096148477,6.726062096148477,0.2522704339051463,1.225,2.142857142857143,0.0,15,0,5830.0,0,0
PRV51091,0,9.134646527606982,3.80666248977032,3.80666248977032,12.700345017058147,11.579471345014127,5.355084289624061,5.355084289624061,3.0675523952095807,47.21951219512195,2.363636363636364,0.0,104,0,9270.0,0,0
PRV51093,0,9.525953709356656,2.302585092994046,2.302585092994046,10.650199196425806,8.999742789830492,7.329312434989945,7.329312434989945,5.209876543209877,6.230769230769231,3.5555555555555554,0.2222222222222222,32,2,13710.0,0,0
PRV51096,0,8.071218539969863,1.791759469228055,1.791759469228055,10.085850775128716,9.73275854177798,6.46302945692067,6.46302945692067,1.4234875444839858,1.25,1.6,0.0,8,0,3200.0,0,0
PRV51097,0,10.701467609576827,4.836281906951478,4.276666119016055,12.930866253550214,12.83782568952314,5.875941455852443,6.4403623234672835,1.097506512839598,71.67431192660551,1.976,0.0,247,0,44420.0,0,0
PRV51098,0,5.707110264748875,1.6094379124341005,1.6094379124341005,11.034905792929417,9.12598002335811,4.330733340286331,4.330733340286331,6.746463547334058,0.0,3.25,0.0,13,0,300.0,0,0
PRV51100,0,11.264476926102368,1.791759469228055,1.791759469228055,11.27328406954334,8.219056661060598,9.65509029374725,9.65509029374725,21.21024258760108,0.8333333333333334,8.2,0.8,41,4,78000.0,0,0
PRV51101,0,9.717218213494077,1.3862943611198906,1.3862943611198906,10.22560728293294,6.255750041753367,8.618726392239676,8.618726392239676,53.07692307692308,0.8999999999999999,7.333333333333333,0.3333333333333333,22,1,16600.0,0,0
PRV51102,0,11.904974309480185,2.5649493574615367,2.4849066497880004,12.08954444723597,9.090542808520588,9.42014198075244,9.50714660151029,20.067643742953777,3.0,7.333333333333333,0.8333333333333334,88,10,148000.0,0,0
PRV51103,1,6.089044875446846,1.9459101490553132,1.6094379124341005,8.987321812850125,8.82922635473185,4.308559482792009,4.709530201312334,1.171303074670571,0.0,1.3333333333333333,0.0,8,0,440.0,0,0
PRV51104,0,7.550135342488429,2.5649493574615367,2.302585092994046,10.404293143019792,10.007442080255975,5.070998443823346,5.357110246389528,1.487156376746282,10.285714285714285,2.3333333333333335,0.0,28,0,1900.0,0,0
PRV51105,0,8.785845337961213,2.5649493574615367,2.5649493574615367,11.478137313484511,10.84546552414626,6.302618975744905,6.302618975744905,1.882651072124756,3.5999999999999996,2.3333333333333335,0.0,28,0,6540.0,0,0
PRV51108,0,11.95761769646754,2.995732273553991,2.995732273553991,12.452741298891183,10.567231668726755,9.013294094520637,9.013294094520637,6.589855818743564,3.61,5.631578947368421,0.3157894736842105,107,6,156000.0,0,0
PRV51109,0,9.798182590890704,1.3862943611198906,1.3862943611198906,10.064798252418376,8.074337694089515,8.699681400989514,8.699681400989514,7.320872274143302,0.4736842105263158,8.333333333333334,1.3333333333333333,25,4,18000.0,0,0
PRV51110,0,10.203629181337648,1.791759469228055,1.791759469228055,10.213945768177046,8.689632748355741,8.594339400592892,8.594339400592892,4.592592592592593,0.4901960784313726,8.4,0.8,42,4,27000.0,0,0
PRV51111,0,10.912557992542745,4.890349128221754,4.454347296253507,12.85223565513276,13.167338655091122,6.032141076503244,6.4714367073907075,0.7297131931166349,53.612307692307695,2.106060606060606,0.0,278,0,54860.0,0,0
PRV51112,0,11.56410325268714,5.720311776607412,5.278114659230517,14.075511262191831,13.877687856107654,5.849950247883589,6.292945210382118,1.2187473570455294,164.7344028520499,1.5296052631578947,0.0,465,0,105250.0,0,0
PRV51113,0,10.744860753883362,4.890349128221754,4.3694478524670215,12.857566757156505,12.931132651560102,5.864878675383482,6.389810355943774,0.9290747511925804,85.41176470588236,1.931818181818182,0.0075757575757575,255,1,46390.0,0,0
PRV51114,0,11.247930743883217,5.572154032177765,5.081404364984463,13.837996835948475,13.54591853607481,5.682982403513373,6.174827228410347,1.339208317511032,218.6114649681529,1.4351145038167938,0.0,376,0,76720.0,0,0
PRV51115,0,6.8885724595653635,2.0794415416798357,1.9459101490553132,10.275085591132717,9.27902652976463,4.948759890378168,5.101896885374581,2.707749766573296,0.0,1.8571428571428572,0.0,13,0,980.0,0,0
PRV51117,0,7.576097340623111,2.5649493574615367,2.3978952727983707,11.149096419938578,10.973202986493744,5.096812990337308,5.278114659230517,1.192314290615886,6.857142857142857,2.3333333333333335,0.0,28,0,1950.0,0,0
PRV51118,0,11.820417517632333,2.833213344056216,2.833213344056216,12.754659263732126,11.662215780913316,9.04793908261736,9.04793908261736,2.9815676141257534,3.764705882352941,6.625,0.875,106,14,136000.0,1,0
PRV51119,1,13.893009417413166,4.564348191467836,4.406719247264253,14.62128126455056,13.03504140673093,9.339219512268704,9.49863429424672,4.885353237739802,15.722996515679442,3.7578947368421054,0.5368421052631579,357,51,1080580.0,1,1
PRV51120,0,10.859018228147889,2.0794415416798357,2.0794415416798357,11.44165500173922,8.098946748943339,8.913223454833028,8.913223454833028,28.303951367781156,1.689655172413793,7.285714285714286,0.7142857142857143,51,5,52000.0,0,0
PRV51121,0,11.30320393398766,2.0794415416798357,2.0794415416798357,11.663506925563144,10.477034422194832,9.357367782268476,9.357367782268476,3.275570583262891,1.2564102564102564,5.857142857142857,0.7142857142857143,41,5,81080.0,0,0
PRV51122,0,7.02197642307216,2.0794415416798357,2.0794415416798357,8.859505484519133,10.204739634516608,5.081404364984463,5.081404364984463,0.2604513503514613,0.0,2.0,0.0,14,0,1120.0,0,0
PRV51123,0,10.200290403937228,3.4657359027997265,3.367295829986474,11.533423928547553,11.896765085381238,6.7674173643151665,6.869088697983556,0.6953470944887253,12.48051948051948,2.838709677419355,0.032258064516129,88,1,26910.0,0,0
PRV51125,0,11.78532383439027,3.8918202981106265,3.49650756146648,12.653897764804396,11.58292716075612,7.9144806883275,8.319823984482715,2.918228438228438,19.36134453781513,2.9166666666666665,0.2083333333333333,140,10,131310.0,0,0
PRV51126,1,12.08391066125752,3.044522437723423,2.70805020110221,12.841063561621608,11.708911568482034,9.088285725968875,9.444926774857976,3.1023427866831073,3.076923076923077,5.5,0.6,110,12,177000.0,0,0
PRV51128,0,11.534892415095785,3.9318256327243257,3.6635616461296463,13.091988702429122,11.516528964559852,7.623348648371913,7.897668150726906,4.833001195695497,21.36752136752137,3.06,0.06,153,3,102220.0,0,0
PRV51129,0,10.039808799894368,4.574710978503383,4.189654742026425,12.96271327007475,12.407015576660106,5.479596713763548,5.868209838344692,1.7431597889656865,70.89230769230768,2.0208333333333335,0.0,194,0,22920.0,0,0
PRV51130,0,8.511376306094673,2.0794415416798357,2.0794415416798357,9.906532910722088,9.43914785291483,6.566672429803241,6.566672429803241,1.5958631662688942,2.4499999999999997,2.7142857142857144,0.0,19,0,4970.0,0,0
PRV51131,0,7.057036981697891,2.1972245773362196,2.1972245773362196,10.309652415758563,8.960724500330858,4.983606621708336,4.983606621708336,3.8536585365853657,0.0,3.75,0.0,30,0,1160.0,0,0
PRV51132,0,8.581294116822761,2.1972245773362196,1.9459101490553132,8.853808274977197,9.112837790614943,6.503164788284634,6.790472118367405,0.7717750826901875,4.571428571428571,2.25,0.125,18,1,5330.0,0,0
PRV51134,0,8.937349848267392,2.772588722239781,2.5649493574615367,10.388102662282032,11.611058928283592,6.231137400373402,6.453887431645805,0.2943522799383555,5.625,1.8666666666666667,0.0,28,0,7610.0,0,0
PRV51135,0,5.707110264748875,1.791759469228055,1.0986122886681098,8.294299608857235,7.507141079727608,4.110873864173311,5.017279836814924,2.197802197802198,0.0,1.6,0.0,8,0,300.0,0,0
PRV51136,0,9.90353755128617,0.6931471805599453,0.6931471805599453,9.90353755128617,5.993961427306569,9.90353755128617,9.90353755128617,50.0,0.5,9.0,2.0,9,2,20000.0,0,0
PRV51137,0,9.68352643191322,4.02535169073515,3.951243718581427,12.370064739388289,11.555132100432616,5.679551876532829,5.754811028120613,2.2590355670597257,275.0,2.3454545454545452,0.0181818181818181,129,1,16050.0,0,0
PRV51138,0,9.505320746909074,3.295836866004329,3.091042453358316,12.147601016859776,10.680079340050709,6.249083844191247,6.462286293985159,4.338546458141674,16.900000000000002,2.3076923076923075,0.0384615384615384,60,1,13430.0,0,0
PRV51139,0,10.870110116741284,3.784189633918261,3.7612001156935624,12.090723520508789,11.719053062604148,7.109708449818328,7.133219943950456,1.4501586784929612,17.443396226415096,2.6744186046511627,0.0232558139534883,115,1,52580.0,0,0
PRV51140,0,13.02393654588272,6.1903154058531475,5.978885764901122,14.762315363817944,14.000770294078762,6.836744385564953,7.0484525595590455,2.141583508512459,231.3843902439025,1.5564681724845997,0.0390143737166324,758,19,453130.0,1,0
PRV51141,0,9.87770809954864,4.276666119016055,3.6375861597263857,12.685720246824822,11.468461429596813,5.618613189985044,6.268635489596273,3.3779404077365394,40.983739837398375,2.2535211267605635,0.0,160,0,19490.0,0,0
PRV51142,0,11.557621545519082,3.951243718581427,3.6635616461296463,12.681750769335393,11.76703265652155,7.6262739425564305,7.920389149797551,2.4960831458931203,26.54081632653061,2.5686274509803924,0.1176470588235294,131,6,104570.0,0,0
PRV51143,0,9.925787060030896,4.356708826689592,4.23410650459726,12.765176874069969,11.701899842594283,5.585690949863495,5.709550123471551,2.895860927152318,78.01315789473684,2.0779220779220777,0.0,160,0,20450.0,0,0
PRV51144,0,11.022245546897196,3.4339872044851463,3.4011973816621555,11.719378501339111,11.04740775890878,7.621521746744818,7.655406971756608,1.958107677604333,16.666666666666668,2.7666666666666666,0.1,83,3,61220.0,0,0
PRV51145,1,14.289475705026272,5.313205979041787,5.087596335232384,14.997707275002185,12.51671778699324,8.981333128115953,9.208170939713463,11.953126145275968,41.216161616161614,2.717821782178218,0.396039603960396,549,80,1606350.0,1,1
PRV51146,1,14.334846466313346,5.8664680569332965,5.814130531825066,15.014294221959494,13.565241154882848,8.471424084255185,8.523903560575983,4.259083728278041,102.82489626556016,2.0170454545454546,0.2102272727272727,710,74,1680910.0,1,1
PRV51147,0,9.089414904047302,3.49650756146648,3.49650756146648,11.729334389508322,11.26178102224096,5.62717137228436,5.62717137228436,1.5960920426790075,12.8,2.375,0.0,76,0,8860.0,0,0
PRV51148,1,13.099424276513306,5.802118375377063,5.575949103146316,14.29904165208763,13.645826016681587,7.30100466388963,7.527806259667774,1.921711516357992,178.52459016393445,1.8151515151515152,0.0787878787878787,599,26,488660.0,1,1
PRV51149,1,13.929447094206743,5.003946305945459,4.919980925828125,14.581471766750598,12.920151717488295,8.932365982084374,9.016912663684476,5.266268422856584,31.561959654178672,3.216216216216216,0.4121621621621621,476,61,1120680.0,1,1
PRV51151,0,12.21255657932543,5.455321115357702,5.420534999272286,14.032990903557783,13.3152637803656,6.76266996510621,6.7975683199473815,2.0497707708037862,137.44050632911393,1.9356223175965663,0.0515021459227467,451,12,201300.0,0,0
PRV51152,0,10.15700510770532,4.430816798843313,3.688879454113936,12.85438196626606,12.149930773659849,5.741341319564822,6.494916901159812,2.0227416966363445,48.17482517482517,2.156626506024097,0.0,179,0,25770.0,0,0
PRV51153,0,11.177326846633411,4.477336814478207,4.430816798843313,13.342046548502848,11.874375987658974,6.712620953638771,6.759632579061884,4.339138915981608,62.040983606557376,2.160919540229885,0.057471264367816,188,5,71490.0,0,0
PRV51154,0,10.730968928388284,5.087596335232384,4.997212273764115,13.219001765658248,12.72608890571398,5.653055653768482,5.7437224476567525,1.6370797538717636,121.69483568075118,1.84472049689441,0.0,297,0,45750.0,0,0
PRV51155,0,10.178502231260229,4.7535901911063645,4.709530201312334,13.184983183985842,12.191522300817423,5.43789025513683,5.482152928173206,2.7005732839531227,110.20833333333334,1.8434782608695652,0.0,212,0,26330.0,0,0
PRV51156,0,11.8539658232464,6.297109319933935,6.054439346269371,14.762082549491362,14.058441834502844,5.562539115721985,5.804886887119104,2.0210983701705123,396.442645074224,1.3690036900369005,0.0,742,0,140640.0,0,0
PRV51159,1,13.589601937367,6.345636360828596,6.2285110035911835,14.972426659807548,14.018664440491134,7.246433215829054,7.363698065686245,2.5954572906974844,327.03131313131314,1.5114235500878734,0.0615114235500878,860,35,797790.0,1,1
