Provider,PotentialFraud,TotalClaimAmtReimbursed,TotalDeductibleAmtPaid,TotalIPAnnualReimbursementAmt,TotalOPAnnualReimbursementAmt,NumClaims,NumUniqueBeneficiaries,AvgClaimDuration,NumUniqueDiagnosisCodes,NumUniqueProcedureCodes,TotalClaimAmtReimbursed_winsor,TotalDeductibleAmtPaid_winsor,TotalIPAnnualReimbursementAmt_winsor,TotalOPAnnualReimbursementAmt_winsor,avg_claim_amt_per_claim,avg_claim_amt_per_beneficiary,beneficiaries_per_claim,ip_op_ratio,high_total_claim_flag,claims_per_day,diag_per_claim,proc_per_claim,TotalClaimAmtReimbursed_log1p,TotalIPAnnualReimbursementAmt_log1p,TotalOPAnnualReimbursementAmt_log1p,NumClaims_log1p,NumUniqueBeneficiaries_log1p,avg_claim_amt_per_claim_log1p,avg_claim_amt_per_beneficiary_log1p,claims_x_avgclaim,many_procs_flag,max_log1p_zscore
PRV51015,0,700,0.0,9490,11560,8,7,0.375,22,0,700.0,0.0,9490.0,11560.0,87.5,100.0,0.875,0.8209342560553633,0,21.333333333333332,2.75,0.0,6.55250788703459,9.158099260130491,9.355392643675321,2.1972245773362196,2.0794415416798357,4.483002552013883,4.61512051684126,700.0,0,1.361747192096282
PRV51016,0,170,0.0,0,5270,6,6,0.3333333333333333,21,0,170.0,0.0,0.0,5270.0,28.333333333333332,28.333333333333332,1.0,0.0,0,18.0,3.5,0.0,5.14166355650266,0.0,8.569975376855206,1.9459101490553132,1.9459101490553132,3.378724525810097,3.378724525810097,170.0,0,3.1891258174789443
PRV51017,0,142720,1050.0,1711200,1221060,515,420,1.3572815533980582,723,2,142720.0,1050.0,1711200.0,1221060.0,277.126213592233,339.8095238095238,0.8155339805825242,1.4014053363471082,0,379.4349070100143,1.4038834951456312,0.003883495145631068,11.868646954515746,14.352706021135388,14.015230710894889,6.246106765481563,6.042632833682381,5.628075016388676,5.831323740015175,142720.0,0,2.0219521033332204
PRV51021,1,348830,31492.0,1255950,692640,257,208,2.0,520,18,348830.0,31492.0,1255950.0,692640.0,1357.3151750972763,1677.0673076923076,0.8093385214007782,1.8132796257796258,0,128.5,2.0233463035019454,0.07003891050583658,12.7623428432145,14.04340361251041,13.44826710642621,5.552959584921617,5.342334251964811,7.2140003688909555,7.4253979980774645,348830.0,1,1.5145407789881566
PRV51023,0,65610,8624.0,191530,89120,36,35,3.6666666666666665,130,5,65610.0,8624.0,191530.0,89120.0,1822.5,1874.5714285714287,0.9722222222222222,2.149124775583483,0,9.818181818181818,3.611111111111111,0.1388888888888889,11.091498643801799,12.162804954397263,11.397750275924011,3.6109179126442243,3.58351893845611,7.508513010248735,7.536668653878797,65610.0,0,0.8105564609883941
PRV51024,0,64050,9702.0,178100,76950,39,38,1.641025641025641,112,7,64050.0,9702.0,178100.0,76950.0,1642.3076923076924,1685.5263157894738,0.9743589743589743,2.3144899285250164,0,23.765625,2.871794871794872,0.1794871794871795,11.0674349200055,12.090106084085123,11.250924134634177,3.6888794541139363,3.6635616461296463,7.404466375188698,7.430426258168567,64050.0,0,0.7396689308173777
PRV51025,0,118350,14284.0,419650,199140,87,76,2.1724137931034484,222,11,118350.0,14284.0,419650.0,199140.0,1360.344827586207,1557.2368421052631,0.8735632183908046,2.1073114391885106,0,40.047619047619044,2.5517241379310347,0.12643678160919541,11.681410064420586,12.947178692446297,12.201768395522317,4.477336814478207,4.343805421853684,7.216228333959504,7.351310231632942,118350.0,0,0.8632486906576685
PRV51026,0,19840,340.0,301800,137680,76,56,1.0921052631578947,142,0,19840.0,340.0,301800.0,137680.0,261.05263157894734,354.2857142857143,0.7368421052631579,2.192039511911679,0,69.59036144578313,1.868421052631579,0.0,9.895505782794471,12.617523138763014,11.832694694078103,4.343805421853684,4.04305126783455,5.568545367475743,5.872922294748092,19839.999999999996,0,0.5779312213602419
PRV51027,0,29840,0.0,330250,188920,53,44,2.1320754716981134,106,0,29840.0,0.0,330250.0,188920.0,563.0188679245283,678.1818181818181,0.8301886792452831,1.748094431505399,0,24.858407079646014,2.0,0.0,10.303638565820524,12.707608250389072,12.149084217241862,3.9889840465642745,3.8066624897703196,6.335087704705388,6.52088886517743,29840.0,0,0.6382152407717473
PRV51029,0,30660,160.0,357960,154470,93,79,0.6989247311827957,202,0,30660.0,160.0,357960.0,154470.0,329.6774193548387,388.1012658227848,0.8494623655913979,2.3173431734317345,0,133.06153846153845,2.172043010752688,0.0,10.330746767679962,12.788179320901117,11.94776165543629,4.543294782270004,4.382026634673881,5.801143336298256,5.963839633192065,30660.0,0,0.8187361999282503
PRV51030,0,739760,86748.0,1274520,427360,171,145,3.198830409356725,465,48,739760.0,86748.0,1274520.0,427360.0,4326.081871345029,5101.793103448276,0.847953216374269,2.9823099962560837,1,53.45703839122486,2.719298245614035,0.2807017543859649,13.514082440040376,14.058080979712386,12.965384368288635,5.147494476813453,4.983606621708336,8.372648661087029,8.53754333614019,739760.0,1,1.658289880596911
PRV51031,0,359720,30244.0,1136390,345580,185,157,2.0,384,23,359720.0,30244.0,1136390.0,345580.0,1944.4324324324325,2291.2101910828023,0.8486486486486486,3.2883558076277564,0,92.5,2.075675675675676,0.12432432432432433,12.793084009964542,13.94336800918424,12.752982337548904,5.225746673713202,5.062595033026967,7.573239561640279,7.737271780035964,359720.0,1,1.3455097801177083
PRV51032,0,5420,50.0,188280,32260,23,21,0.9130434782608696,47,0,5420.0,50.0,188280.0,32260.0,235.65217391304347,258.0952380952381,0.9130434782608695,5.836329820210787,0,25.19047619047619,2.0434782608695654,0.0,8.598035579260339,12.145690806739555,10.381614349338879,3.1780538303479458,3.091042453358316,5.466591442505051,5.557195708762502,5420.0,0,0.6800936512534165
PRV51035,0,32560,1428.0,108160,39960,30,25,2.2666666666666666,59,1,32560.0,1428.0,108160.0,39960.0,1085.3333333333333,1302.4,0.8333333333333334,2.7067067067067065,0,13.23529411764706,1.9666666666666666,0.03333333333333333,10.390870532175569,11.591376136796182,10.595659257474393,3.4339872044851463,3.258096538021482,6.990563390169452,7.17273151389828,32559.999999999996,0,0.4576746085454898
PRV51036,0,74880,1410.0,1571900,575620,278,131,1.0503597122302155,463,0,74880.0,1410.0,1571900.0,575620.0,269.3525179856115,571.6030534351145,0.4712230215827338,2.7307946214516523,0,264.6712328767124,1.6654676258992807,0.0,11.223655465763155,14.267796272888912,13.263204736999052,5.631211781821365,4.882801922586371,5.599726729583832,6.3501927252294585,74880.0,0,1.4313899654494453
PRV51037,1,342230,25524.0,1811420,977930,454,206,1.5330396475770924,690,12,342230.0,25524.0,1811420.0,977930.0,753.8105726872246,1661.3106796116506,0.45374449339207046,1.8523002668902682,0,296.14367816091954,1.5198237885462555,0.02643171806167401,12.743241226635249,14.40962217809858,13.793194394380796,6.12029741895095,5.332718793265369,6.626466820666067,7.415963889120217,342230.0,0,1.7556189164600353
PRV51038,0,265490,31192.0,699540,308950,141,107,1.7801418439716312,323,14,265490.0,31192.0,699540.0,308950.0,1882.9078014184397,2481.214953271028,0.7588652482269503,2.2642498786211362,0,79.20717131474103,2.2907801418439715,0.09929078014184398,12.489336220784486,13.458179684665192,12.640937967253592,4.955827057601261,4.68213122712422,7.541103516262834,7.816906566877996,265490.0,1,1.2137393627950508
PRV51040,0,74470,8784.0,681080,209240,86,69,1.662790697674419,206,7,74470.0,8784.0,681080.0,209240.0,865.9302325581396,1079.2753623188405,0.8023255813953488,3.2550181609634867,0,51.72027972027971,2.395348837209302,0.08139534883720931,11.218165066840665,13.4314365207898,12.251241976674045,4.465908118654584,4.248495242049359,6.764958503598186,6.984971252730223,74470.0,0,0.7219841251102908
PRV51041,0,7410,270.0,46700,77780,34,31,2.3529411764705883,76,0,7410.0,270.0,46700.0,77780.0,217.94117647058823,239.03225806451613,0.9117647058823529,0.6004114168166624,0,14.45,2.235294117647059,0.0,8.910720661951359,10.751520856703959,11.261652464402612,3.5553480614894135,3.4657359027997265,5.38880309314598,5.480773322912115,7410.0,0,0.7326449553614778
PRV51042,0,48050,310.0,680390,339440,142,128,1.232394366197183,258,0,48050.0,310.0,680390.0,339440.0,338.38028169014086,375.390625,0.9014084507042254,2.0044485034173936,0,115.22285714285715,1.8169014084507042,0.0,10.780018225836406,13.430422911903133,12.73505542590062,4.962844630259907,4.859812404361672,5.827121253558305,5.930627500387224,48050.0,0,1.1649226930608052
PRV51043,0,4480,0.0,72150,36920,23,20,0.0,42,0,4480.0,0.0,72150.0,36920.0,194.7826086956522,224.0,0.8695652173913043,1.954225352112676,0,0.0,1.826086956521739,0.0,8.407601514786142,11.186516424119828,10.516535773840447,3.1780538303479458,3.044522437723423,5.277004904372422,5.41610040220442,4480.0,0,0.77711682424974
PRV51044,0,21330,130.0,213680,163460,59,39,2.152542372881356,118,0,21330.0,130.0,213680.0,163460.0,361.52542372881356,546.9230769230769,0.6610169491525424,1.3072311268811942,0,27.409448818897637,2.0,0.0,9.967916692691817,12.272239527668063,12.004329708756044,4.0943445622221,3.6888794541139363,5.893094606259739,6.306134906516817,21330.0,0,0.562922468813137
PRV51045,0,8390,40.0,118990,61160,31,29,2.2580645161290325,71,0,8390.0,40.0,118990.0,61160.0,270.64516129032256,289.3103448275862,0.9354838709677419,1.945552648790059,0,13.728571428571428,2.2903225806451615,0.0,9.03491498187007,11.686803138981453,11.021265010465248,3.4657359027997265,3.4011973816621555,5.604496660544846,5.67095050535119,8390.0,0,0.6018709833431801
PRV51046,0,109370,8644.0,223660,81950,38,26,1.631578947368421,111,5,109370.0,8644.0,223660.0,81950.0,2878.157894736842,4206.538461538462,0.6842105263157895,2.7292251372788288,0,23.29032258064516,2.9210526315789473,0.13157894736842105,11.602501051562593,12.317886791644348,11.313876786660064,3.6635616461296463,3.295836866004329,7.965253132712642,8.344633067208793,109370.0,0,1.2366676049661194
PRV51047,0,2530,0.0,45170,18290,11,11,3.090909090909091,22,0,2530.0,0.0,45170.0,18290.0,230.0,230.0,1.0,2.4696555494805903,0,3.558823529411765,2.0,0.0,7.836369760545124,10.718210566991154,9.814164414575925,2.4849066497880004,2.4849066497880004,5.442417710521793,5.442417710521793,2530.0,0,0.80478835689354
PRV51048,0,27700,4352.0,160500,81490,38,33,0.6052631578947368,97,3,27700.0,4352.0,160500.0,81490.0,728.9473684210526,839.3939393939394,0.868421052631579,1.9695668180144803,0,62.78260869565217,2.5526315789473686,0.07894736842105263,10.229223792606835,11.986055452062393,11.30824786368332,3.6635616461296463,3.5263605246161616,6.592972433489894,6.733870757371709,27700.0,0,0.23326816772553147
PRV51049,0,21720,190.0,167820,229400,71,65,1.7887323943661972,147,0,21720.0,190.0,167820.0,229400.0,305.9154929577465,334.15384615384613,0.9154929577464789,0.7315605928509155,0,39.69291338582677,2.0704225352112675,0.0,9.986034813503693,12.03065321417165,12.343226842865814,4.276666119016055,4.189654742026425,5.726572442455606,5.8145896686559055,21720.0,0,0.7391968032215428
PRV51052,1,30800,2346.0,135260,97830,46,37,2.282608695652174,116,1,30800.0,2346.0,135260.0,97830.0,669.5652173913044,832.4324324324324,0.8043478260869565,1.3826024736788307,0,20.152380952380952,2.5217391304347827,0.021739130434782608,10.335302435967074,11.814961524270315,11.490996779212582,3.8501476017100584,3.6375861597263857,6.508120964794465,6.7255526340368075,30800.0,0,0.2959169046531232
PRV51053,0,8000,1068.0,8000,90,1,1,5.0,9,1,8000.0,1068.0,8000.0,300.0,8000.0,8000.0,1.0,88.88888888888889,0,0.2,9.0,1.0,8.987321812850125,8.987321812850125,4.51085950651685,0.6931471805599453,0.6931471805599453,8.987321812850125,8.987321812850125,8000.0,0,3.3347395039820955
PRV51054,0,15130,140.0,142200,139990,57,40,2.3508771929824563,124,0,15130.0,140.0,142200.0,139990.0,265.43859649122805,378.25,0.7017543859649122,1.0157868419172797,0,24.246268656716417,2.175438596491228,0.0,9.62450089845157,11.864996828675356,11.84933341381074,4.060443010546419,3.713572066704308,5.58514380989572,5.938195618228642,15130.0,0,0.4998452847418319
PRV51055,0,21640,2206.0,113570,29570,22,22,0.5909090909090909,72,2,21640.0,2206.0,113570.0,29570.0,983.6363636363636,983.6363636363636,1.0,3.8407169428474806,0,37.230769230769226,3.272727272727273,0.09090909090909091,9.982344942613622,11.64018347098913,10.294549430333548,3.1354942159291497,3.1354942159291497,6.892272399037367,6.892272399037367,21640.0,0,0.39070842943364864
PRV51056,0,14700,2146.0,147610,78330,22,21,0.7272727272727273,61,2,14700.0,2146.0,147610.0,78330.0,668.1818181818181,700.0,0.9545454545454546,1.8844631686454743,0,30.25,2.772727272727273,0.09090909090909091,9.595670797663967,11.90233571411686,11.268698716780495,3.1354942159291497,3.091042453358316,6.506055799260335,6.55250788703459,14699.999999999998,0,0.22309306774079396
PRV51057,0,6830,0.0,60000,15690,5,4,0.0,20,0,6830.0,0.0,60000.0,15690.0,1366.0,1707.5,0.8,3.8240917782026767,0,0.0,4.0,0.0,8.82922635473185,11.002116507732017,9.660842578559068,1.791759469228055,1.6094379124341003,7.220373836723949,7.4433710715553465,6830.0,0,1.1901824986723044
PRV51058,0,107030,5540.0,450710,178960,83,75,1.3012048192771084,200,5,107030.0,5540.0,450710.0,178960.0,1289.5180722891566,1427.0666666666666,0.9036144578313253,2.5184957532409475,0,63.78703703703704,2.4096385542168677,0.060240963855421686,11.580873791109585,13.018581614859718,12.094923183989257,4.430816798843313,4.330733340286331,7.1627990231591445,7.264076827150606,107030.0,0,0.819634524029439
PRV51059,1,421060,26940.0,1149970,210440,96,82,2.4791666666666665,266,22,421060.0,26940.0,1149970.0,210440.0,4386.041666666667,5134.878048780488,0.8541666666666666,5.4645979851739215,0,38.72268907563026,2.7708333333333335,0.22916666666666666,12.950532995280165,13.955247282630165,12.256960607781751,4.574710978503383,4.418840607796598,8.38641039887964,8.544006100691572,421060.0,1,1.413813548049893
PRV51060,0,43710,5340.0,158940,61470,42,42,2.3095238095238093,116,0,43710.0,5340.0,158940.0,61470.0,1040.7142857142858,1040.7142857142858,1.0,2.5856515373352855,0,18.18556701030928,2.761904761904762,0.0,10.685355065655601,11.976288343156774,11.02632079786699,3.7612001156935624,3.7612001156935624,6.94862298674324,6.94862298674324,43710.0,0,0.4311448613001542
PRV51061,0,54940,1328.0,588700,478990,145,67,2.393103448275862,260,2,54940.0,1328.0,588700.0,478990.0,378.8965517241379,820.0,0.46206896551724136,1.2290444476920186,0,60.59077809798271,1.793103448275862,0.013793103448275862,10.91401516115817,13.28567369367297,13.079437087072485,4.983606621708336,4.219507705176107,5.939898983353591,6.710523109452428,54940.0,0,1.122130023129346
PRV51062,0,153380,3944.0,2807780,1039960,397,166,1.5969773299748111,634,5,153380.0,3944.0,2807780.0,1039960.0,386.3476070528967,923.9759036144578,0.4181360201511335,2.6998923035501368,0,248.59463722397476,1.5969773299748111,0.012594458438287154,11.940680301052454,14.847905049633356,13.854693770414412,5.986452005284438,5.117993812416755,5.959322499320083,6.829767687026582,153380.0,0,1.6668889379528689
PRV51063,0,51110,160.0,628630,447060,149,115,1.610738255033557,286,0,51110.0,160.0,628630.0,447060.0,343.02013422818794,444.4347826086956,0.7718120805369127,1.4061423522569678,0,92.50416666666668,1.919463087248322,0.0,10.841755017213652,13.351299718069798,13.010450329609546,5.0106352940962555,4.7535901911063645,5.840700185393705,6.09905084474385,51110.0,0,1.0879578736111544
PRV51064,1,360320,38948.0,1459470,829960,303,227,1.9504950495049505,573,20,360320.0,38948.0,1459470.0,829960.0,1189.1749174917493,1587.3127753303966,0.7491749174917491,1.7584823364981446,0,155.3451776649746,1.891089108910891,0.066006600660066,12.794750579800391,14.193584599260468,13.629133990717005,5.717027701406222,5.429345628954441,7.081855564792543,7.370427584207613,360320.00000000006,1,1.5775861130556783
PRV51065,0,76570,9722.0,158290,49120,28,26,2.9285714285714284,108,9,76570.0,9722.0,158290.0,49120.0,2734.6428571428573,2945.0,0.9285714285714286,3.222516286644951,0,9.560975609756099,3.857142857142857,0.32142857142857145,11.245973693967038,11.972190390178307,10.802041920919985,3.367295829986474,3.295836866004329,7.914121735552041,7.988203597022576,76570.0,0,1.0868998596574124
PRV51066,0,24790,2236.0,120000,27600,24,21,1.0833333333333333,70,2,24790.0,2236.0,120000.0,27600.0,1032.9166666666667,1180.4761904761904,0.875,4.3478260869565215,0,22.153846153846157,2.9166666666666665,0.08333333333333333,10.118235963061956,11.695255355062795,10.225607282932941,3.2188758248682006,3.091042453358316,6.941109458654871,7.074519944478239,24790.0,0,0.4239813799245701
PRV51067,1,334520,13096.0,702320,110760,58,49,2.310344827586207,173,11,334520.0,13096.0,702320.0,110760.0,5767.586206896552,6826.938775510204,0.8448275862068966,6.340917298663777,0,25.1044776119403,2.9827586206896552,0.1896551724137931,12.72045493684888,13.462145843451452,11.615130005774297,4.07753744390572,3.912023005428146,8.660182304677374,8.828778117194313,334520.0,0,1.5951949243921943
PRV51068,0,143260,8984.0,736650,497970,261,214,1.3754789272030652,495,3,143260.0,8984.0,736650.0,497970.0,548.8888888888889,669.4392523364486,0.8199233716475096,1.4793059822880896,0,189.75208913649024,1.896551724137931,0.011494252873563218,11.87242342045959,13.509869517631355,13.11829712137946,5.568344503761097,5.3706380281276624,6.309716237615667,6.507933098075047,143260.0,0,1.535048683647245
PRV51070,0,125410,10980.0,547600,291560,99,69,1.9090909090909092,222,6,125410.0,10980.0,547600.0,291560.0,1266.7676767676767,1817.536231884058,0.696969696969697,1.8781725888324874,0,51.857142857142854,2.242424242424242,0.06060606060606061,11.73935162263209,13.213302198545238,12.583004525316031,4.605170185988092,4.248495242049359,7.145012897995531,7.505787188278085,125409.99999999999,0,0.8883846211165045
PRV51071,0,8550,50.0,100700,54700,24,24,2.0833333333333335,55,0,8550.0,50.0,100700.0,54700.0,356.25,356.25,1.0,1.8409506398537476,0,11.52,2.2916666666666665,0.0,9.053803514155955,11.519911009143941,10.909637269778615,3.2188758248682006,3.2188758248682006,5.878435816809977,5.878435816809977,8550.0,0,0.4591952008601174
PRV51072,0,119170,12178.0,896320,434520,212,160,1.5377358490566038,417,6,119170.0,12178.0,896320.0,434520.0,562.122641509434,744.8125,0.7547169811320755,2.062781920279849,0,137.86503067484662,1.9669811320754718,0.02830188679245283,11.688314715423312,13.706053886726233,12.98199955393508,5.3612921657094255,5.081404364984463,6.33349744013529,6.6144742281298745,119170.0,0,1.3254803082541142
PRV51074,0,41170,5420.0,208600,76900,39,39,1.8974358974358976,114,1,41170.0,5420.0,208600.0,76900.0,1055.6410256410256,1055.6410256410256,1.0,2.7126137841352405,0,20.554054054054053,2.923076923076923,0.02564102564102564,10.625489404000177,12.248178615401173,11.250274159310356,3.6888794541139363,3.6888794541139363,6.962850311953928,6.962850311953928,41170.0,0,0.4387935398112521
PRV51075,0,8550,70.0,41650,49450,17,13,1.1764705882352942,38,0,8550.0,70.0,41650.0,49450.0,502.94117647058823,657.6923076923077,0.7647058823529411,0.8422649140546006,0,14.45,2.235294117647059,0.0,9.053803514155955,10.637080656910605,10.808737559293304,2.8903717578961645,2.6390573296152584,6.222459547907828,6.490256517564656,8550.0,0,0.44415706654600606
PRV51076,0,10230,50.0,137290,61580,29,27,1.1724137931034482,67,0,10230.0,50.0,137290.0,61580.0,352.7586206896552,378.8888888888889,0.9310344827586207,2.2294576161091264,0,24.73529411764706,2.310344827586207,0.0,9.23317760587894,11.829858039716823,11.02810866038529,3.4011973816621555,3.332204510175204,5.868614818101238,5.939878812303082,10230.0,0,0.4169443668206033
PRV51077,1,204350,16220.0,301300,82650,33,30,4.181818181818182,127,8,204350.0,16220.0,301300.0,82650.0,6192.424242424242,6811.666666666667,0.9090909090909091,3.645493042952208,0,7.891304347826087,3.8484848484848486,0.24242424242424243,12.227594382545412,12.615865044064096,11.322382202389527,3.5263605246161616,3.4339872044851463,8.731243402131966,8.826538903504044,204350.0,0,1.6436092309854955
PRV51078,0,78270,8644.0,112870,21910,23,23,2.652173913043478,91,8,78270.0,8644.0,112870.0,21910.0,3403.0434782608695,3403.0434782608695,1.0,5.151528982199909,0,8.672131147540984,3.9565217391304346,0.34782608695652173,11.26793244300448,11.634000852660579,9.99474407280768,3.1780538303479458,3.1780538303479458,8.132719262308777,8.132719262308777,78270.0,0,1.2358315263502977
PRV51081,0,124080,7168.0,949010,518980,200,131,1.62,395,8,124080.0,7168.0,949010.0,518980.0,620.4,947.175572519084,0.655,1.8286061119889012,0,123.45679012345678,1.975,0.04,11.728689857134514,13.763175668673465,13.159622552614707,5.303304908059076,4.882801922586371,6.431974996958947,6.854539688186251,124080.0,0,1.2140110574670377
PRV51082,0,5470,70.0,230080,179210,34,31,1.1764705882352942,69,0,5470.0,70.0,230080.0,179210.0,160.88235294117646,176.4516129032258,0.9117647058823529,1.2838569276268066,0,28.9,2.0294117647058822,0.0,8.607216694063826,12.346186699819699,12.096319161567623,3.5553480614894135,3.4657359027997265,5.086869854997018,5.178697968390312,5470.0,0,0.9403649007987126
PRV51083,0,18100,140.0,361430,188100,90,81,1.3777777777777778,183,0,18100.0,140.0,361430.0,188100.0,201.11111111111111,223.45679012345678,0.9,1.921477937267411,0,65.3225806451613,2.033333333333333,0.0,9.803722464346553,12.797826430993403,12.144734331596096,4.51085950651685,4.406719247264253,5.308817601181903,5.413683217046834,18100.0,0,0.8366275845220769
PRV51084,1,215580,21890.0,557700,151580,110,85,1.6727272727272726,247,11,215580.0,21890.0,557700.0,151580.0,1959.8181818181818,2536.235294117647,0.7727272727272727,3.6792452830188678,0,65.76086956521739,2.2454545454545456,0.1,12.281091987974087,13.231578255454753,11.928875414520668,4.709530201312334,4.454347296253507,7.581117104824004,7.83883030031948,215580.0,0,1.1233998428382594
PRV51086,0,446170,33168.0,966650,323480,139,115,2.7985611510791366,356,24,446170.0,33168.0,966650.0,323480.0,3209.856115107914,3879.7391304347825,0.8273381294964028,2.9882836651415854,0,49.66838046272494,2.5611510791366907,0.17266187050359713,13.008457565591858,13.781592799260707,12.68689565858621,4.941642422609304,4.7535901911063645,8.074292883091095,8.263780912009706,446170.0,1,1.4389421088990482
PRV51089,0,230900,18696.0,1426550,461810,228,197,1.6929824561403508,452,16,230900.0,18696.0,1426550.0,461810.0,1012.719298245614,1172.0812182741117,0.8640350877192983,3.089040947575843,0,134.67357512953367,1.9824561403508771,0.07017543859649122,12.349744326212377,14.170770200836778,13.042910995454271,5.43372200355424,5.288267030694535,6.921381319639929,7.067389086046888,230900.0,1,1.4753656027638635
PRV51090,0,5830,60.0,5000,19820,7,7,5.714285714285714,15,0,5830.0,60.0,5000.0,19820.0,832.8571428571429,832.8571428571429,1.0,0.2522704339051463,0,1.2249999999999999,2.142857142857143,0.0,8.670943791222156,8.517393171418904,9.894497260697996,2.0794415416798357,2.0794415416798357,6.726062096148477,6.726062096148477,5830.0,0,0.9231807922409977
PRV51091,0,9270,80.0,327860,106880,44,44,0.9318181818181818,104,0,9270.0,80.0,327860.0,106880.0,210.6818181818182,210.6818181818182,1.0,3.0675523952095807,0,47.21951219512195,2.3636363636363638,0.0,9.134646527606982,12.700345017058147,11.579471345014127,3.8066624897703196,3.8066624897703196,5.355084289624061,5.355084289624061,9270.0,0,0.8190741153238436
